customer_id,recency_days,frequency,monetary,cluster,segment
13823,18.0,7,3403.4500000000003,4,Loyal
13824,32.0,12,3314.76,0,Champions
13825,621.0,2,255.59000000000003,1,Lost
13826,176.0,1,189.5,2,New
13827,57.0,3,409.79999999999995,2,New
13828,22.0,1,209.49,2,New
13829,421.0,1,102.0,1,Lost
13830,581.0,1,156.85000000000002,1,Lost
13831,16.0,18,6585.54,0,Champions
13832,19.0,2,609.89,2,New
13833,159.0,2,700.4100000000001,2,New
13834,576.0,2,324.19,1,Lost
13835,25.0,7,1095.27,4,Loyal
13836,399.0,2,620.37,3,At Risk
13837,211.0,2,266.59000000000003,2,New
13838,5.0,10,1690.07,4,Loyal
13839,486.0,1,139.95000000000002,1,Lost
13840,416.0,1,651.4,3,At Risk
13841,252.0,1,85.0,2,New
13842,58.0,18,5319.34,0,Champions
13843,381.0,1,319.75,1,Lost
13844,11.0,1,361.62,2,New
13845,64.0,1,312.98,2,New
13846,24.0,4,1307.79,4,Loyal
13847,719.0,1,310.72,1,Lost
13848,92.0,8,3015.0,4,Loyal
13849,51.0,5,3469.2999999999997,4,Loyal
13850,129.0,1,1595.48,2,New
13851,95.0,8,4606.46,4,Loyal
13852,610.0,1,187.35000000000002,1,Lost
13853,57.0,1,1090.14,2,New
13854,8.0,39,11944.56,0,Champions
13855,500.0,4,1310.3400000000001,3,At Risk
13856,168.0,11,1142.03,4,Loyal
13857,393.0,6,1001.01,3,At Risk
13858,57.0,1,216.17,2,New
13859,326.0,2,515.86,3,At Risk
13860,1.0,5,1245.9,4,Loyal
13861,429.0,2,273.26,1,Lost
13862,18.0,9,2556.09,4,Loyal
13863,247.0,4,1239.55,3,At Risk
13864,386.0,1,662.4000000000001,3,At Risk
13865,58.0,4,501.56,2,New
13866,74.0,1,145.67000000000002,2,New
13867,31.0,3,1005.09,4,Loyal
13868,7.0,2,3192.54,4,Loyal
13869,123.0,10,7996.87,0,Champions
13870,2.0,15,5712.08,0,Champions
13871,22.0,17,7885.85,0,Champions
13872,527.0,3,919.5699999999999,3,At Risk
13873,119.0,8,1038.92,4,Loyal
13874,358.0,7,2049.15,3,At Risk
13875,53.0,14,4814.37,0,Champions
13876,63.0,1,122.7,2,New
13877,86.0,3,449.68,2,New
13878,54.0,4,2416.9,4,Loyal
13879,645.0,1,395.5,1,Lost
13880,21.0,17,4293.86,0,Champions
13881,3.0,43,45179.1,0,Champions
13882,2.0,5,1191.13,4,Loyal
13883,10.0,15,6560.02,0,Champions
13884,7.0,10,1825.03,4,Loyal
13885,189.0,2,506.80000000000007,2,New
13886,71.0,1,243.56,2,New
13887,204.0,1,349.55,2,New
13888,119.0,7,2001.59,4,Loyal
13889,92.0,6,1991.23,4,Loyal
13890,1.0,14,2927.38,0,Champions
13891,378.0,3,859.21,3,At Risk
13892,26.0,6,1267.6499999999999,4,Loyal
13893,297.0,1,821.1,3,At Risk
13894,23.0,3,564.62,2,New
13895,28.0,6,4008.5200000000004,4,Loyal
13896,625.0,1,388.55,1,Lost
13897,50.0,3,1160.72,4,Loyal
13898,325.0,2,686.4000000000001,3,At Risk
13899,16.0,2,388.52,2,New
13900,183.0,6,1610.5900000000001,4,Loyal
13901,72.0,15,5676.34,0,Champions
13902,632.0,5,34095.259999999995,3,At Risk
13903,400.0,1,165.45000000000002,1,Lost
13904,37.0,2,332.64,2,New
13905,732.0,1,312.65000000000003,1,Lost
13906,409.0,1,42.0,1,Lost
13907,691.0,1,136.8,1,Lost
13908,79.0,4,2369.55,4,Loyal
13909,423.0,2,282.84999999999997,1,Lost
13911,57.0,20,4234.99,0,Champions
13912,423.0,1,124.95,1,Lost
13913,506.0,1,42.22,1,Lost
13914,11.0,2,626.45,2,New
13915,394.0,1,70.80000000000001,1,Lost
13916,463.0,4,1275.81,3,At Risk
13917,49.0,2,272.03999999999996,2,New
13918,49.0,2,1212.84,2,New
13919,59.0,4,1360.6799999999998,4,Loyal
13920,431.0,4,1774.68,3,At Risk
13921,402.0,4,730.7,3,At Risk
13922,351.0,3,865.2,3,At Risk
13923,53.0,1,351.13,2,New
13924,1.0,6,1838.85,4,Loyal
13925,92.0,4,678.25,4,Loyal
13926,23.0,1,223.85000000000002,2,New
13927,74.0,2,708.26,2,New
13928,10.0,4,464.57,2,New
13929,169.0,11,3494.1,4,Loyal
13930,57.0,2,337.34,2,New
13931,95.0,11,5257.38,0,Champions
13932,294.0,1,307.4,2,New
13933,109.0,2,608.79,2,New
13934,263.0,1,922.1,3,At Risk
13935,596.0,3,6116.92,3,At Risk
13936,179.0,3,939.66,2,New
13937,169.0,2,880.13,2,New
13938,35.0,1,71.66,2,New
13939,23.0,7,1560.96,4,Loyal
13940,17.0,4,839.14,4,Loyal
13941,21.0,15,10027.18,0,Champions
13942,534.0,1,320.0,1,Lost
13943,577.0,1,246.54,1,Lost
13944,653.0,1,200.43,1,Lost
13945,394.0,2,854.15,3,At Risk
13946,79.0,6,1876.23,4,Loyal
13947,65.0,1,90.6,2,New
13948,360.0,4,548.76,3,At Risk
13949,2.0,6,2427.32,4,Loyal
13950,11.0,4,745.06,4,Loyal
13951,176.0,3,674.45,2,New
13952,217.0,14,12823.520999999999,0,Champions
13953,7.0,12,6640.68,0,Champions
13954,1.0,2,439.91999999999996,2,New
13955,154.0,3,544.0699999999999,2,New
13956,5.0,5,1019.27,4,Loyal
13957,417.0,3,458.25,3,At Risk
13958,379.0,8,4709.2300000000005,3,At Risk
13959,79.0,6,1064.77,4,Loyal
13960,21.0,2,230.22,2,New
13961,392.0,1,538.4,1,Lost
13962,21.0,3,362.8,2,New
13963,308.0,17,2860.57,0,Champions
13964,387.0,2,438.9,3,At Risk
13965,476.0,3,996.61,3,At Risk
13966,435.0,1,384.26,1,Lost
13967,145.0,2,166.3,2,New
13968,423.0,1,123.66,1,Lost
13969,7.0,35,12973.460000000001,0,Champions
13970,386.0,2,846.55,3,At Risk
13971,18.0,14,4667.57,0,Champions
13972,70.0,2,190.25,2,New
13973,287.0,1,264.7,2,New
13974,49.0,2,677.72,2,New
13975,31.0,12,5256.4,0,Champions
13976,206.0,4,1192.3600000000001,4,Loyal
13977,411.0,1,519.8100000000001,1,Lost
13978,14.0,2,196.79000000000002,2,New
13979,73.0,7,3379.93,4,Loyal
13980,60.0,5,768.82,4,Loyal
13981,415.0,1,331.14,1,Lost
13982,39.0,9,3954.29,4,Loyal
13983,29.0,21,6753.89,0,Champions
13984,26.0,12,1893.8,4,Loyal
13985,4.0,22,10020.86,0,Champions
13986,17.0,1,320.46,2,New
13987,379.0,2,682.54,3,At Risk
13988,19.0,8,4757.8,4,Loyal
13989,65.0,5,2026.06,4,Loyal
13990,213.0,1,311.3,2,New
13991,12.0,6,852.88,4,Loyal
13992,30.0,3,219.5,2,New
13993,42.0,19,6775.71,0,Champions
13994,3.0,6,2274.14,4,Loyal
13995,15.0,14,3902.0099999999998,0,Champions
13996,386.0,2,895.76,3,At Risk
13997,519.0,3,376.46000000000004,1,Lost
13998,446.0,3,566.7,3,At Risk
13999,10.0,29,9502.26,0,Champions
14000,211.0,5,2046.3400000000001,4,Loyal
14001,45.0,9,4228.85,4,Loyal
14002,134.0,2,529.73,2,New
14003,732.0,1,209.41,1,Lost
14004,43.0,11,6258.45,0,Champions
14005,9.0,5,2874.72,4,Loyal
14006,115.0,7,2196.67,4,Loyal
14007,512.0,1,79.48,1,Lost
14008,432.0,1,509.04,1,Lost
14009,198.0,3,1099.91,3,At Risk
14010,565.0,2,445.15,1,Lost
14011,480.0,2,457.81999999999994,1,Lost
14012,277.0,1,328.8,2,New
14013,110.0,5,1084.57,4,Loyal
14014,77.0,3,1948.2099999999998,4,Loyal
14015,52.0,1,917.34,2,New
14016,161.0,11,11403.41,0,Champions
14017,571.0,1,229.75,1,Lost
14018,645.0,1,367.15000000000003,1,Lost
14019,46.0,3,1421.61,4,Loyal
14020,16.0,4,1249.01,4,Loyal
14021,155.0,7,1716.5800000000002,4,Loyal
14022,225.0,2,792.1500000000001,2,New
14023,7.0,2,584.0699999999999,2,New
14024,121.0,3,645.74,2,New
14025,464.0,8,4057.9,3,At Risk
14026,470.0,2,713.11,3,At Risk
14027,60.0,1,104.82,2,New
14028,550.0,3,10396.5,3,At Risk
14029,63.0,2,467.65999999999997,2,New
14030,18.0,20,7521.8,0,Champions
14031,7.0,44,39019.51,0,Champions
14032,2.0,16,4546.41,0,Champions
14033,555.0,1,109.44,1,Lost
14034,22.0,3,648.89,2,New
14035,28.0,9,2794.75,4,Loyal
14036,284.0,1,626.65,2,New
14037,176.0,6,836.95,4,Loyal
14038,78.0,5,3069.88,4,Loyal
14039,33.0,2,267.28,2,New
14040,40.0,35,12523.81,0,Champions
14041,266.0,1,141.41,2,New
14042,725.0,1,431.98,1,Lost
14043,491.0,2,302.6,1,Lost
14044,26.0,10,3077.7,4,Loyal
14045,109.0,16,10986.63,0,Champions
14046,284.0,1,154.99,1,Lost
14047,8.0,14,3968.11,0,Champions
14048,305.0,3,748.69,3,At Risk
14049,16.0,13,13023.4,0,Champions
14050,31.0,2,746.36,2,New
14051,0.0,37,21770.98,0,Champions
14052,19.0,2,466.66,2,New
14053,124.0,4,572.3,2,New
14054,65.0,1,92.46,2,New
14055,106.0,3,1520.96,4,Loyal
14056,1.0,23,8152.71,0,Champions
14057,23.0,22,8346.66,0,Champions
14058,462.0,2,469.19000000000005,3,At Risk
14059,266.0,1,183.6,2,New
14060,4.0,30,8898.24,0,Champions
14061,507.0,3,917.4300000000001,3,At Risk
14062,9.0,24,25585.65,0,Champions
14063,438.0,9,22710.2,0,Champions
14064,29.0,15,3260.24,0,Champions
14065,389.0,3,891.02,3,At Risk
14066,266.0,1,152.55,2,New
14067,63.0,2,374.7,2,New
14068,320.0,4,1516.72,3,At Risk
14069,514.0,2,225.81,1,Lost
14070,684.0,1,321.6,1,Lost
14071,3.0,8,1437.57,4,Loyal
14072,666.0,1,390.85,1,Lost
14073,32.0,1,151.04,2,New
14074,623.0,1,219.4,1,Lost
14075,4.0,6,1734.87,4,Loyal
14076,129.0,1,118.67,2,New
14077,40.0,6,615.08,4,Loyal
14078,101.0,9,1553.47,4,Loyal
14079,124.0,2,618.73,2,New
14080,32.0,5,1115.68,4,Loyal
14081,302.0,10,4867.57,4,Loyal
14082,364.0,2,413.36,3,At Risk
14083,4.0,11,1082.19,4,Loyal
14084,512.0,1,150.5,1,Lost
14085,2.0,33,9720.67,0,Champions
14086,462.0,1,39.95,1,Lost
14087,2.0,3,829.47,2,New
14088,10.0,16,64036.8,0,Champions
14089,56.0,1,158.75,2,New
14090,324.0,1,76.32000000000001,1,Lost
14091,654.0,2,9530.08,3,At Risk
14092,7.0,24,7229.45,0,Champions
14093,12.0,1,433.86,2,New
14094,439.0,1,311.77,1,Lost
14095,722.0,1,2.95,1,Lost
14096,4.0,17,65164.79,0,Champions
14097,481.0,2,422.86,1,Lost
14098,36.0,1,147.35,2,New
14099,16.0,20,5750.91,0,Champions
14100,137.0,1,191.95000000000002,2,New
14101,73.0,13,9961.93,0,Champions
14102,5.0,5,1105.8799999999999,4,Loyal
14104,154.0,5,743.53,4,Loyal
14105,239.0,5,5988.83,4,Loyal
14106,737.0,1,214.79999999999998,1,Lost
14107,51.0,11,4877.3,0,Champions
14108,30.0,4,1044.96,4,Loyal
14109,72.0,1,144.2,2,New
14110,3.0,33,12987.95,0,Champions
14111,14.0,4,692.85,4,Loyal
14112,22.0,13,5834.59,0,Champions
14113,3.0,16,7092.610000000001,0,Champions
14114,273.0,7,1364.09,4,Loyal
14115,501.0,2,622.6700000000001,3,At Risk
14116,19.0,5,1382.74,4,Loyal
14117,143.0,1,90.0,2,New
14118,428.0,1,458.45,1,Lost
14119,375.0,2,183.37,1,Lost
14121,3.0,4,2780.15,4,Loyal
14122,406.0,3,362.42,3,At Risk
14123,733.0,1,436.18,1,Lost
14124,84.0,1,419.58,2,New
14125,10.0,3,2720.63,4,Loyal
14126,7.0,4,1172.46,4,Loyal
14127,122.0,6,1900.0800000000002,4,Loyal
14128,60.0,3,924.21,4,Loyal
14129,1.0,9,2591.34,4,Loyal
14130,319.0,4,1858.77,3,At Risk
14131,648.0,1,168.22,1,Lost
14132,2.0,11,3586.0299999999997,4,Loyal
14133,129.0,4,911.14,4,Loyal
14134,382.0,15,11123.35,0,Champions
14135,1.0,24,8839.67,0,Champions
14136,400.0,5,1570.8100000000002,3,At Risk
14137,695.0,1,332.7,1,Lost
14138,1.0,2,965.8800000000001,2,New
14139,46.0,4,1086.8,4,Loyal
14140,3.0,2,935.05,2,New
14141,2.0,4,915.1300000000001,4,Loyal
14142,373.0,2,671.34,3,At Risk
14143,133.0,1,115.8,2,New
14144,486.0,1,30.599999999999998,1,Lost
14145,46.0,7,7600.049999999999,4,Loyal
14146,8.0,12,9450.3,0,Champions
14147,78.0,9,2590.2,4,Loyal
14148,233.0,2,466.29,2,New
14149,220.0,1,446.62,2,New
14150,35.0,2,658.6400000000001,2,New
14151,673.0,2,679.45,1,Lost
14152,75.0,7,1997.3400000000001,4,Loyal
14153,483.0,1,233.4,1,Lost
14154,239.0,8,6460.7,4,Loyal
14155,266.0,1,118.75,2,New
14156,9.0,156,313437.62,0,Champions
14157,19.0,5,978.69,4,Loyal
14158,40.0,1,507.66,2,New
14159,19.0,20,7860.8,0,Champions
14160,610.0,7,8421.470000000001,3,At Risk
14161,215.0,7,2996.93,4,Loyal
14162,173.0,2,289.36,2,New
14163,87.0,5,2594.62,4,Loyal
14164,70.0,2,1631.77,4,Loyal
14165,275.0,1,120.44,1,Lost
14166,505.0,2,251.15,1,Lost
14167,39.0,8,1274.29,4,Loyal
14168,420.0,2,370.45,1,Lost
14169,430.0,2,621.51,3,At Risk
14170,375.0,3,570.18,3,At Risk
14171,98.0,2,498.79,2,New
14172,605.0,3,369.02,1,Lost
14173,10.0,6,586.0,4,Loyal
14174,33.0,1,134.46,2,New
14175,59.0,8,7678.88,0,Champions
14176,297.0,5,756.46,3,At Risk
14177,86.0,13,2209.69,4,Loyal
14178,8.0,7,1600.26,4,Loyal
14179,40.0,2,701.57,2,New
14180,10.0,33,6117.5,0,Champions
14181,410.0,2,308.35,1,Lost
14182,443.0,4,678.77,3,At Risk
14183,411.0,2,278.34000000000003,1,Lost
14184,66.0,1,452.89,2,New
14185,331.0,1,197.65,1,Lost
14186,427.0,5,1550.63,3,At Risk
14187,473.0,1,123.5,1,Lost
14188,30.0,6,2054.36,4,Loyal
14189,2.0,16,5503.15,0,Champions
14190,666.0,1,79.9,1,Lost
14191,1.0,15,4817.66,0,Champions
14192,388.0,1,293.74,1,Lost
14193,67.0,3,1210.19,4,Loyal
14194,4.0,36,18670.59,0,Champions
14195,201.0,6,2615.6,4,Loyal
14196,106.0,1,335.52,2,New
14197,410.0,1,390.05,1,Lost
14198,18.0,9,1569.73,4,Loyal
14199,218.0,4,1091.7,3,At Risk
14200,617.0,1,379.2,1,Lost
14201,60.0,10,1193.54,4,Loyal
14202,381.0,3,847.76,3,At Risk
14203,397.0,1,339.34,1,Lost
14204,2.0,4,1024.83,4,Loyal
14205,16.0,9,2414.2,4,Loyal
14206,239.0,3,1185.0099999999998,3,At Risk
14207,687.0,1,157.8,1,Lost
14208,94.0,2,567.05,2,New
14209,10.0,15,4993.27,0,Champions
14210,105.0,16,5556.570000000001,0,Champions
14211,53.0,18,4402.29,0,Champions
14212,89.0,2,2190.1400000000003,4,Loyal
14213,404.0,1,1192.2,3,At Risk
14214,30.0,5,1004.38,4,Loyal
14215,11.0,9,3250.33,4,Loyal
14216,3.0,5,2150.04,4,Loyal
14217,1.0,23,3298.59,0,Champions
14218,42.0,1,169.48000000000002,2,New
14219,4.0,3,633.8299999999999,2,New
14220,247.0,4,1515.0,3,At Risk
14221,42.0,17,6517.49,0,Champions
14222,177.0,1,683.17,2,New
14223,92.0,3,991.13,4,Loyal
14224,110.0,9,1841.71,4,Loyal
14225,434.0,4,2031.07,3,At Risk
14226,28.0,6,2985.13,4,Loyal
14227,26.0,15,6368.71,0,Champions
14228,437.0,3,745.5,3,At Risk
14229,51.0,7,2594.04,4,Loyal
14230,435.0,3,979.8000000000001,3,At Risk
14231,183.0,4,1235.62,4,Loyal
14232,42.0,5,2048.07,4,Loyal
14233,49.0,7,2904.27,4,Loyal
14234,22.0,4,754.12,4,Loyal
14235,75.0,9,4717.99,4,Loyal
14236,80.0,5,1555.34,4,Loyal
14237,373.0,2,471.14,3,At Risk
14238,326.0,3,434.23,3,At Risk
14239,43.0,21,4263.17,0,Champions
14240,30.0,3,1247.49,4,Loyal
14241,183.0,2,333.70000000000005,2,New
14242,234.0,2,280.54999999999995,2,New
14243,8.0,17,7217.75,0,Champions
14244,660.0,1,366.41999999999996,1,Lost
14245,219.0,2,1693.45,3,At Risk
14246,110.0,3,1474.06,4,Loyal
14247,278.0,5,753.56,3,At Risk
14248,318.0,3,1032.95,3,At Risk
14249,410.0,12,5400.461,0,Champions
14250,7.0,3,1904.05,4,Loyal
14251,1.0,5,2879.7,4,Loyal
14252,381.0,1,350.99,1,Lost
14253,493.0,2,363.40000000000003,1,Lost
14254,432.0,1,601.03,1,Lost
14255,546.0,1,1000.63,3,At Risk
14256,260.0,5,2460.79,4,Loyal
14257,64.0,9,5954.45,0,Champions
14258,9.0,25,32051.34,0,Champions
14259,141.0,1,120.0,2,New
14260,471.0,3,824.28,3,At Risk
14261,50.0,2,1163.45,2,New
14262,8.0,8,2618.23,4,Loyal
14263,423.0,1,322.93,1,Lost
14264,154.0,6,1517.3600000000001,4,Loyal
14265,109.0,4,1373.35,4,Loyal
14266,428.0,1,40.56,1,Lost
14267,162.0,3,1516.24,4,Loyal
14268,470.0,1,354.85,1,Lost
14269,439.0,1,295.73,1,Lost
14270,331.0,1,492.65000000000003,3,At Risk
14271,225.0,2,214.18,2,New
14272,73.0,4,920.81,4,Loyal
14273,51.0,4,559.97,2,New
14274,686.0,1,256.6,1,Lost
14275,395.0,6,1189.3799999999999,3,At Risk
14276,98.0,7,2102.68,4,Loyal
14277,15.0,9,17197.61,0,Champions
14278,409.0,1,205.83,1,Lost
14279,520.0,2,191.86,1,Lost
14280,196.0,1,134.04,2,New
14281,408.0,1,245.15,1,Lost
14282,3.0,25,7250.76,0,Champions
14283,463.0,4,628.44,3,At Risk
14284,30.0,3,1299.6499999999999,4,Loyal
14285,21.0,8,3284.42,4,Loyal
14286,23.0,7,8479.76,4,Loyal
14287,8.0,3,176.63,2,New
14288,213.0,1,426.6,2,New
14289,8.0,6,911.26,4,Loyal
14290,11.0,8,4516.56,4,Loyal
14291,1.0,23,7904.1,0,Champions
14292,7.0,16,9226.25,0,Champions
14293,3.0,9,2903.01,4,Loyal
14294,407.0,1,375.34,1,Lost
14295,40.0,5,2362.91,4,Loyal
14296,421.0,2,456.4,3,At Risk
14297,17.0,4,1305.33,4,Loyal
14298,8.0,82,91194.49,0,Champions
14299,8.0,27,14070.25,0,Champions
14300,18.0,1,43.2,2,New
14301,117.0,4,1992.18,4,Loyal
14302,430.0,3,742.9000000000001,3,At Risk
14303,407.0,2,277.94,1,Lost
14304,222.0,3,1725.01,3,At Risk
14305,71.0,3,1858.96,4,Loyal
14306,51.0,6,3151.4,4,Loyal
14307,88.0,10,4287.92,4,Loyal
14308,549.0,2,1147.02,3,At Risk
14309,8.0,11,3780.81,0,Champions
14310,432.0,1,492.1,1,Lost
14311,242.0,2,516.45,2,New
14312,46.0,11,3090.29,4,Loyal
14314,106.0,2,229.8,2,New
14315,44.0,8,3197.82,4,Loyal
14316,422.0,5,1370.34,3,At Risk
14317,64.0,1,508.58,2,New
14318,460.0,1,158.02,1,Lost
14319,424.0,1,494.85,1,Lost
14320,206.0,5,1346.75,4,Loyal
14321,10.0,7,2218.06,4,Loyal
14322,429.0,4,474.1,3,At Risk
14323,114.0,2,605.06,2,New
14324,409.0,2,701.61,3,At Risk
14325,569.0,1,245.48000000000002,1,Lost
14326,242.0,3,940.98,3,At Risk
14327,163.0,6,1894.93,4,Loyal
14328,438.0,1,445.05,1,Lost
14329,17.0,15,9887.619999999999,0,Champions
14330,623.0,1,200.63,1,Lost
14331,124.0,2,462.66,2,New
14332,22.0,5,1917.41,4,Loyal
14333,67.0,1,415.2,2,New
14334,16.0,12,4318.48,0,Champions
14335,16.0,2,454.86,2,New
14336,16.0,4,1614.91,4,Loyal
14338,161.0,3,928.1,2,New
14339,242.0,2,620.27,2,New
14340,218.0,1,134.7,2,New
14341,45.0,18,4452.02,0,Champions
14342,21.0,6,918.44,4,Loyal
14343,421.0,4,1079.66,3,At Risk
14344,127.0,20,2993.05,0,Champions
14345,38.0,1,108.97999999999999,2,New
14346,120.0,5,2315.75,4,Loyal
14347,736.0,1,82.6,1,Lost
14348,260.0,1,409.57,2,New
14349,10.0,1,133.5,2,New
14350,274.0,3,972.03,3,At Risk
14351,164.0,1,51.0,2,New
14352,157.0,4,1078.96,4,Loyal
14353,215.0,3,376.5,2,New
14354,5.0,2,163.62,2,New
14355,365.0,3,840.0500000000001,3,At Risk
14356,79.0,2,701.23,2,New
14357,43.0,1,225.12,2,New
14358,389.0,2,400.05999999999995,3,At Risk
14359,19.0,3,912.18,4,Loyal
14360,31.0,4,2118.0299999999997,4,Loyal
14361,578.0,1,214.71,1,Lost
14362,22.0,1,151.5,2,New
14363,402.0,2,227.47000000000003,1,Lost
14364,108.0,8,3717.35,4,Loyal
14365,394.0,2,634.6800000000001,3,At Risk
14366,525.0,1,136.0,1,Lost
14367,8.0,16,9227.82,0,Champions
14368,319.0,1,155.0,1,Lost
14369,642.0,2,469.13,1,Lost
14370,450.0,6,1175.78,3,At Risk
14371,295.0,1,100.5,1,Lost
14372,443.0,2,860.08,3,At Risk
14373,358.0,1,76.55,1,Lost
14374,541.0,1,108.0,1,Lost
14375,185.0,3,1106.82,4,Loyal
14376,683.0,1,215.46,1,Lost
14377,191.0,2,617.05,2,New
14378,621.0,1,131.25,1,Lost
14379,44.0,4,1265.1599999999999,4,Loyal
14380,682.0,1,48.96,1,Lost
14381,52.0,2,625.94,2,New
14382,26.0,2,1193.63,2,New
14383,38.0,3,1247.69,4,Loyal
14384,500.0,1,58.5,1,Lost
14385,9.0,3,202.10999999999999,2,New
14386,296.0,1,142.4,1,Lost
14387,32.0,3,1727.6,4,Loyal
14388,10.0,16,6388.2,0,Champions
14389,65.0,5,1898.01,4,Loyal
14390,10.0,13,6150.03,0,Champions
14391,576.0,1,135.6,1,Lost
14392,432.0,1,266.4,1,Lost
14393,218.0,1,67.95,2,New
14394,564.0,1,93.8,1,Lost
14395,2.0,20,7801.93,0,Champions
14396,65.0,7,1969.38,4,Loyal
14397,2.0,19,2612.96,0,Champions
14398,401.0,2,707.79,3,At Risk
14399,394.0,8,2108.21,3,At Risk
14400,149.0,3,1732.47,4,Loyal
14401,4.0,22,6795.9,0,Champions
14402,652.0,1,285.6,1,Lost
14403,130.0,6,1880.51,4,Loyal
14404,33.0,13,2724.13,0,Champions
14405,386.0,1,195.0,1,Lost
14406,119.0,1,156.75,2,New
14407,107.0,6,2157.73,4,Loyal
14408,10.0,11,4102.27,0,Champions
14409,71.0,9,3427.29,4,Loyal
14410,92.0,11,2631.9,4,Loyal
14411,310.0,1,1063.0,3,At Risk
14412,42.0,3,1426.19,4,Loyal
14413,362.0,4,764.52,3,At Risk
14414,91.0,8,2399.33,4,Loyal
14415,1.0,23,11980.09,0,Champions
14416,22.0,2,490.22,2,New
14417,387.0,1,524.65,1,Lost
14418,3.0,3,1937.25,4,Loyal
14419,10.0,7,1254.64,4,Loyal
14420,99.0,4,1639.17,4,Loyal
14421,57.0,6,2469.37,4,Loyal
14422,0.0,19,10271.52,0,Champions
14423,218.0,3,916.61,3,At Risk
14424,17.0,1,322.08,2,New
14425,434.0,3,661.39,3,At Risk
14426,23.0,17,11727.94,0,Champions
14427,50.0,4,1263.52,4,Loyal
14428,7.0,5,1224.06,4,Loyal
14429,403.0,1,516.28,1,Lost
14430,511.0,3,1220.9,3,At Risk
14431,302.0,4,2614.2000000000003,3,At Risk
14432,9.0,6,2248.5,4,Loyal
14433,465.0,1,280.7,1,Lost
14434,21.0,6,1372.8,4,Loyal
14435,501.0,1,90.42,1,Lost
14436,98.0,2,271.70000000000005,2,New
14437,365.0,5,873.34,3,At Risk
14438,306.0,1,131.9,1,Lost
14439,319.0,5,9443.039999999999,4,Loyal
14440,8.0,13,5982.03,0,Champions
14441,0.0,11,4611.69,0,Champions
14442,204.0,7,5367.02,4,Loyal
14443,53.0,5,2082.97,4,Loyal
14444,456.0,1,120.44,1,Lost
14445,455.0,1,221.65,1,Lost
14446,0.0,5,1200.28,4,Loyal
14447,18.0,6,1711.73,4,Loyal
14448,9.0,2,375.35,2,New
14449,18.0,8,2230.96,4,Loyal
14450,180.0,7,1128.44,4,Loyal
14451,60.0,12,3258.68,0,Champions
14452,10.0,4,658.95,4,Loyal
14453,190.0,1,119.93,2,New
14454,376.0,5,977.3,3,At Risk
14455,432.0,4,617.72,3,At Risk
14456,5.0,9,3017.2799999999997,4,Loyal
14457,310.0,1,113.64,1,Lost
14458,380.0,1,228.07,1,Lost
14459,155.0,2,5375.741,4,Loyal
14460,110.0,9,1093.5,4,Loyal
14461,148.0,13,6676.91,0,Champions
14462,66.0,12,2242.81,4,Loyal
14463,98.0,4,786.5699999999999,4,Loyal
14464,568.0,2,111.0,1,Lost
14465,246.0,11,3925.85,4,Loyal
14466,29.0,13,4267.15,0,Champions
14467,17.0,12,2203.24,4,Loyal
14468,733.0,1,204.24,1,Lost
14469,416.0,4,2093.46,3,At Risk
14470,11.0,3,712.04,2,New
14471,591.0,2,400.95000000000005,1,Lost
14472,103.0,9,2118.72,4,Loyal
14473,74.0,2,234.34,2,New
14474,46.0,2,1258.8899999999999,2,New
14475,71.0,4,1151.15,4,Loyal
14476,257.0,1,193.0,2,New
14477,19.0,7,1969.6,4,Loyal
14478,382.0,4,1276.6599999999999,3,At Risk
14479,253.0,4,1124.71,3,At Risk
14480,11.0,4,1299.52,4,Loyal
14481,164.0,5,2284.69,4,Loyal
14482,18.0,12,4306.72,0,Champions
14483,281.0,2,257.1,2,New
14484,50.0,4,1070.98,4,Loyal
14485,38.0,1,162.8,2,New
14486,511.0,2,175.5,1,Lost
14487,26.0,7,1266.27,4,Loyal
14488,67.0,1,1064.28,2,New
14489,207.0,4,1574.93,4,Loyal
14490,406.0,2,1273.47,3,At Risk
14491,175.0,2,340.93,2,New
14492,430.0,7,1921.91,3,At Risk
14493,7.0,10,5087.86,0,Champions
14494,25.0,3,401.46,2,New
14495,50.0,3,174.8,2,New
14496,311.0,7,2363.89,3,At Risk
14497,309.0,2,697.06,3,At Risk
14498,42.0,10,3900.83,4,Loyal
14499,26.0,7,2101.79,4,Loyal
14500,88.0,3,356.85,2,New
14501,183.0,2,251.21,2,New
14502,19.0,11,2429.83,4,Loyal
14503,3.0,6,3543.26,4,Loyal
14504,47.0,4,673.26,4,Loyal
14505,17.0,19,11879.08,0,Champions
14506,17.0,7,2960.25,4,Loyal
14507,23.0,11,3216.7400000000002,4,Loyal
14508,22.0,5,822.9200000000001,4,Loyal
14509,534.0,1,110.95,1,Lost
14510,375.0,3,979.85,3,At Risk
14511,11.0,5,1314.81,4,Loyal
14512,187.0,7,1215.97,4,Loyal
14513,100.0,6,788.01,4,Loyal
14514,61.0,9,4380.04,4,Loyal
14515,17.0,12,3724.06,0,Champions
14516,516.0,1,151.17,1,Lost
14517,33.0,2,330.45,2,New
14518,64.0,1,174.37,2,New
14519,683.0,2,203.14,1,Lost
14520,1.0,2,270.6,2,New
14521,491.0,1,199.45000000000002,1,Lost
14522,24.0,8,1748.42,4,Loyal
14523,108.0,1,241.09,2,New
14524,31.0,13,2909.86,0,Champions
