ds,forecast,lower,upper,actual
2010-12-19,10065.958141762021,-5720.18226947501,25860.143884400044,7292.95
2010-12-20,17749.558660734692,2813.8730303265284,33788.90192649488,19599.06
2010-12-21,20653.011600355538,6430.655822769924,35482.67882914269,15929.16
2010-12-22,16124.8335503563,1161.6749448673504,32251.089842389207,4886.52
2010-12-23,21449.039428105138,7327.766796255858,37118.982552079564,5644.77
2010-12-24,10529.569631839917,-5117.090928978541,27131.859590090055,0.0
2010-12-25,-16094.082871305636,-30708.057255768475,-1576.1486051962054,0.0
2010-12-26,-239.11018423670976,-15364.876008632704,15565.724173113322,0.0
2010-12-27,8716.677181237792,-6102.305442762657,24838.758228799557,0.0
2010-12-28,13026.187451756045,-2275.2757290424975,28948.222809202813,0.0
2010-12-29,10010.386548519671,-6110.770595434481,25345.993662137324,0.0
2010-12-30,16923.127749671854,1789.1141568005849,31686.070447353522,0.0
2010-12-31,7636.292418826055,-7456.027579752382,22436.280744746167,0.0
2011-01-01,-17343.816515215007,-33351.013912413946,-2441.6998585214064,0.0
2011-01-02,132.08714846881048,-15430.097979207918,13938.348845640741,0.0
2011-01-03,10653.151016529167,-3570.47454815936,25769.35782212767,0.0
2011-01-04,16440.52361506001,774.0664335098548,32379.701671935498,12105.11
2011-01-05,14785.46555179934,-507.8631689578605,29738.665236698907,28799.43
2011-01-06,22914.900921194832,7451.320414219538,39173.16128585908,34343.79
2011-01-07,14677.255898720947,-1011.9705485578909,29798.464822666876,23797.79
2011-01-08,-9440.718877479187,-23695.80190443893,5964.812034045545,0.0
2011-01-09,8695.214303286757,-6727.634067942172,23326.250772196032,15590.68
2011-01-10,19663.96325636526,4561.848529637729,35094.511954238136,15330.83
2011-01-11,25681.473103078468,9545.038153126161,41243.840181791646,60243.73
2011-01-12,24038.93648305441,9708.203287912254,40064.84710530098,17124.74
2011-01-13,31968.31298074546,16999.03230656485,47724.30631022988,15159.46
2011-01-14,23327.96024657547,7447.786492203922,38633.138054215946,39509.7
2011-01-15,-1380.694074857096,-16798.20939000679,14207.611277550299,0.0
2011-01-16,15995.468941674273,625.1285827853044,32284.005153583203,6976.39
2011-01-17,26057.977249746844,11905.800251547524,41006.86047503476,16527.05
2011-01-18,31048.531763996743,15878.51660939609,47784.19595851952,87559.21
2011-01-19,28286.53723312028,13377.897953139547,43680.47322267882,21586.78
2011-01-20,35033.88457167912,19625.366364288264,50740.5330500168,15197.08
2011-01-21,25179.806925390312,11371.144646367411,40485.7144101378,24276.01
2011-01-22,-743.2406895584427,-15627.01874330189,14351.938436467368,0.0
2011-01-23,15448.251471242103,209.24785215930493,30446.95863604369,10306.1
2011-01-24,24384.801940403784,9812.091465864707,39048.00567942878,17601.87
2011-01-25,28334.98311878337,14098.91744063887,44427.41896081929,23994.38
2011-01-26,24642.29689807047,9653.908657763654,40241.86052863428,17424.45
2011-01-27,30589.382268903362,15792.355694969252,44782.45893747179,22050.49
2011-01-28,20082.391821602236,5074.708722625251,35211.33871622386,17247.2
2011-01-29,-6333.501072444891,-21992.025193714282,8592.081402707448,0.0
2011-01-30,9533.474194547067,-5251.765663351439,24384.39705483387,6542.61
2011-01-31,18317.615534544817,2891.4215122691458,33548.358064631095,18806.43
2011-02-01,22286.45085169538,6684.027069938632,36940.696443374654,26358.7
2011-02-02,18778.05815224844,4126.134271226489,34289.580265046185,17091.15
2011-02-03,25065.393773030955,10119.02439515685,41037.56769263194,22171.9
2011-02-04,15041.011174744981,-458.6379897705995,29144.617288327045,18087.96
2011-02-05,-10766.989153787086,-24654.36978043807,3904.6131938677167,0.0
2011-02-06,5813.14663890882,-9084.449452714258,22231.568595863293,3439.67
2011-02-07,15393.24668343993,-838.3533558945657,30796.845010217312,23382.97
2011-02-08,20216.90368297686,5700.251481599675,34551.89842846672,14153.34
2011-02-09,17597.15433781279,3115.0482285288103,31318.013288619106,11910.83
2011-02-10,24781.625423175377,10033.55571866145,39670.714834298866,14155.36
2011-02-11,15637.956041088764,374.22172618620306,30952.668831805455,18579.96
2011-02-12,-9329.572224486095,-24385.876851652672,5542.516418110751,0.0
2011-02-13,8028.709468916239,-6371.024656867333,23937.844452499467,5645.48
2011-02-14,18304.85753598607,3268.4986539918204,32674.448496726727,22999.39
2011-02-15,23725.511207606116,8823.706212419553,40144.39546439555,37750.62
2011-02-16,21589.989315181752,6182.297636456509,37021.45043191039,23413.97
2011-02-17,29135.755594778708,13625.4157177202,44692.25851887473,17659.64
2011-02-18,20224.054371947674,6694.501576006771,35920.564997627574,14438.73
2011-02-19,-4643.356235044295,-19299.471081534095,9419.063050419574,0.0
2011-02-20,12684.531707862776,-2682.0131893423645,27494.580123716674,9437.8
2011-02-21,22804.857476225116,7307.574044270985,38946.61276417582,32724.38
2011-02-22,27952.862981914754,13046.3979845772,43671.21341233945,29116.63
2011-02-23,25444.68496004728,9377.981087021362,40559.17507706136,19315.97
2011-02-24,32527.362031016215,16216.022054104853,48282.803066279695,21463.94
2011-02-25,23079.038362490297,7789.438310091775,38231.7296759736,18377.14
2011-02-26,-2379.8610816835208,-17140.453731094687,13015.376117783759,0.0
2011-02-27,14321.521470973235,-1638.1545370896104,28876.536314374145,9382.710000000001
2011-02-28,23800.748789533845,7864.558227340898,39297.19336016978,15026.68
2011-03-01,28313.44323901916,12581.21988023907,43358.98237721174,23621.59
2011-03-02,25190.456202324072,10872.58646773207,40238.031182930165,18666.14
2011-03-03,31702.347296792046,16963.900676339726,47189.34300245808,32818.19
2011-03-04,21744.004606357834,7258.113039928078,38166.322638771366,17302.55
2011-03-05,-4149.637059715729,-18471.927091809495,11826.335529449965,0.0
2011-03-06,12204.154939237964,-3341.4877108547607,26711.821486144287,9951.67
2011-03-07,21431.866034055765,7223.0607689686185,37771.02691757786,20247.85
2011-03-08,25794.86384059337,11007.169689021774,42623.13007482215,22184.11
2011-03-09,22626.439987064234,6958.828600150775,37027.37162798974,20320.23
2011-03-10,29196.262025854274,13524.624183543854,43737.5782981071,24429.77
2011-03-11,19395.066377069874,3526.3325062571503,35507.82568399762,20894.75
2011-03-12,-6249.4538832850485,-21020.426963782716,9533.348029462253,0.0
2011-03-13,10435.362426803935,-3984.642751561738,25587.718877313386,4117.22
2011-03-14,20063.442104083835,5044.534277513249,35057.70299619245,25866.33
2011-03-15,24881.52076423386,9752.194648178249,39914.51984895816,14896.28
2011-03-16,22206.65679729274,6819.034020639934,37336.88614134624,21715.11
2011-03-17,29291.199181958273,11909.243905874942,44617.643576100956,31976.51
2011-03-18,20008.024397299025,5397.667751236071,35301.379108785666,23334.6
2011-03-19,-5127.318868638955,-20886.968538666864,10886.254704126488,0.0
2011-03-20,12034.848529700083,-2841.7003099964954,28311.751516984772,19880.99
2011-03-21,22092.266959503595,7357.13501023973,37601.08480704479,16020.1
2011-03-22,27277.072425751645,11656.804442450215,42698.527702022206,19016.94
2011-03-23,24893.751774764725,9879.282572871358,40749.4144119682,21566.02
2011-03-24,32184.4877431693,16915.67584591932,47126.64776350544,36496.79
2011-03-25,23014.69831232692,7519.351715427019,38248.09245793022,27271.1
2011-03-26,-2110.300716531605,-16872.296599798847,12406.684211823773,0.0
2011-03-27,14963.396299886828,-808.8177579440395,30939.563905618914,9189.77
2011-03-28,24835.149074389854,9403.555383704588,40617.546993587195,19961.67
2011-03-29,29741.751332595275,14139.857224540478,44824.25478572517,37190.52
2011-03-30,26995.2393560261,10754.984171785081,41700.89791719145,29523.85
2011-03-31,33848.00435330207,19123.56662043643,48411.06863029407,25621.11
2011-04-01,24178.020505649547,8673.596154785118,39429.46043459381,24487.9
2011-04-02,-1494.872736219615,-16909.797806424092,13071.930813414869,0.0
2011-04-03,14999.283760836126,142.57228971154495,31155.940342275604,6872.53
2011-04-04,24276.951361062478,10494.351661354593,39644.76012194073,28998.010000000002
2011-04-05,28592.562335014947,14164.591089473695,43230.61539491584,28667.42
2011-04-06,25275.80281763701,9182.937993504143,41114.18071459496,12698.32
2011-04-07,31596.200879786644,17259.033649995497,46822.31839257968,16780.32
2011-04-08,21447.847037860367,6540.197565667864,36681.740637799114,22673.91
2011-04-09,-4634.799326112487,-20001.977180545346,11123.030074220742,0.0
2011-04-10,11530.91411012806,-4315.076320582912,25954.210533832378,9879.75
2011-04-11,20571.842818288063,5617.117341175567,34833.29556407651,20179.7
2011-04-12,24752.941890141898,9297.858884081605,40179.877747313665,23988.6
2011-04-13,21406.12827744541,6313.719634129166,36193.276148693054,24450.27
2011-04-14,27802.920419149374,14064.51214322405,43022.444597235175,35682.73
2011-04-15,17836.371868587852,2249.935982099868,34219.63710635596,17999.181
2011-04-16,-7963.089151860448,-22950.891090744964,6859.284999489564,0.0
2011-04-17,8580.284619454926,-6671.718260025665,23845.236896940747,12630.34
2011-04-18,18083.773192450037,3760.512614678739,33501.60369490909,43671.37
2011-04-19,22797.634672913347,7112.870441411017,37448.97105318927,18811.19
2011-04-20,20042.51041243225,5006.984045289914,34335.5335100515,25715.8
2011-04-21,27074.27652942661,10786.690656602568,42070.597318515305,27771.04
2011-04-22,17769.16073979435,2378.7712724961066,33310.17390040602,0.0
2011-04-23,-7359.9342664570795,-22606.186146067303,8419.380465009097,0.0
2011-04-24,9845.015138713234,-4996.425070226108,25168.660924881435,0.0
2011-04-25,19983.871862402382,4347.1422739794825,36324.067179916914,0.0
2011-04-26,25290.27637992295,8936.307397398374,40345.453212395805,21536.86
2011-04-27,23069.51884156111,7962.305710089765,39162.72388718598,23566.91
2011-04-28,30563.818123552992,15784.534964580207,45188.514211368194,21312.18
2011-04-29,21637.814563837692,6646.805566942032,37123.683653884145,0.0
2011-04-30,-3204.7929868827414,-19008.159367925153,12360.016626747598,0.0
2011-05-01,14187.441532948385,-1027.629914648162,27848.231282607718,6958.11
2011-05-02,24410.59495860148,9819.79171853512,39279.30446518328,0.0
2011-05-03,29697.396645264285,14480.708520412178,46187.15662582043,28877.21
2011-05-04,27355.100440387112,12242.75820834547,42044.45048011288,27509.81
2011-05-05,34633.2949813904,19718.094672460185,49352.16778844573,25191.79
2011-05-06,25401.390462165265,9559.533784271733,39725.17323231806,30783.33
2011-05-07,172.86121793709026,-14704.03227811119,15011.881422508592,0.0
2011-05-08,17111.01566725981,2394.057175993161,32872.444285808815,18731.98
2011-05-09,26825.517938748104,12005.669259985998,42371.04745145153,21608.16
2011-05-10,31564.001230615595,16629.38059686342,45851.76477080888,29807.25
2011-05-11,28649.497285929243,13850.52925273991,43503.04036445557,31848.3
2011-05-12,35345.16899652543,20923.812847568817,50090.580278739995,59827.74
2011-05-13,25539.1696953946,10924.78361694295,41058.04538783467,25815.72
2011-05-14,-239.42099128822883,-16031.726091165347,14468.471173532,0.0
2011-05-15,16187.343670711209,1552.8130230064166,31183.959978921634,9667.15
2011-05-16,25442.388789864388,9982.856783949584,40511.534350211135,35706.7
2011-05-17,29784.865686415345,15388.987385095455,44916.259621946025,46361.090000000004
2011-05-18,26547.270998268308,10853.058831280361,42900.044930193086,32775.69
2011-05-19,32999.93266331358,17656.590556765444,46676.19171962382,31521.87
2011-05-20,23035.6929721021,8548.221951824386,39473.272385499266,25351.44
2011-05-21,-2814.2569464304725,-17009.154647917305,12294.18349874718,0.0
2011-05-22,13627.539430374547,-1838.24859729772,28420.801256459235,24102.0
2011-05-23,22980.96806028399,6593.816557638807,38061.83456836186,31232.53
2011-05-24,27499.719622928336,13696.90249560859,43397.75005004367,32460.829999999998
2011-05-25,24508.606195336586,9346.546500969369,40208.90073555606,21870.71
2011-05-26,31268.30832397818,15752.116041509567,45573.58719290308,32764.38
2011-05-27,21660.37426008111,6884.322686431742,36752.71349742305,21109.22
2011-05-28,-3796.584270395655,-19806.57598906808,11518.495534538566,0.0
2011-05-29,13061.42567332367,-2294.631757770357,28082.343624883124,7338.94
2011-05-30,22840.34102414298,7591.910654924536,36973.849093496734,0.0
2011-05-31,27779.86200460539,12556.942270928335,43945.40810880719,18133.2
2011-06-01,25191.18485435932,9022.92033210859,41444.47260121064,15380.39
2011-06-02,32322.154604525174,17280.005148736105,47966.815932589685,28078.91
2011-06-03,23042.641643574138,7978.490952327934,38293.36138298972,15024.11
2011-06-04,-2138.924567093014,-16460.79017530123,13808.79867236418,0.0
2011-06-05,14933.045042885306,-292.53220670570335,28790.6282936356,25423.76
2011-06-06,24858.1116252196,8665.449229241223,40047.384584032996,16269.03
2011-06-07,29871.77755294033,14782.75768434621,45299.12088337832,33807.85
2011-06-08,27283.3251709679,12283.75729689457,42803.81200304433,30122.23
2011-06-09,34340.99929744656,19571.132500114007,49455.33235658115,42862.8
2011-06-10,24917.34313113794,10038.637205337864,40871.383704522654,58245.12
2011-06-11,-474.3770764523433,-15298.525260990533,14869.458535590707,0.0
2011-06-12,16328.255138841814,2762.13406457575,31638.27151276916,12397.09
2011-06-13,25933.387182257375,10672.33761488481,41521.327300925936,19696.66
2011-06-14,30586.584104109388,15550.400115356158,45405.49239030909,33324.49
2011-06-15,27608.343367949503,11988.083285135483,43169.89716851127,44954.18
2011-06-16,34258.92213992561,18239.814758649016,49709.92074038061,32252.100000000002
2011-06-17,24423.297925252486,8677.537048471022,41028.653599587095,19053.53
2011-06-18,-1372.7904175323893,-16958.628263618648,13317.817131373682,0.0
2011-06-19,15045.20425328528,-267.07618962890297,29146.113922727956,22421.48
2011-06-20,24296.852882790245,9843.123607580135,40604.695374441675,26110.99
2011-06-21,28638.106723262892,12943.768977335232,44276.750600919,19827.91
2011-06-22,25398.482203002714,10974.295160999225,40665.94055469608,21143.75
2011-06-23,31845.657165726807,17387.360847307526,47974.106488984704,22469.62
2011-06-24,21870.217095987286,6169.3267967290385,36506.88975051425,16016.04
2011-06-25,-3998.451074368797,-18957.022073593875,11380.425841609896,0.0
2011-06-26,12415.802884225232,-2856.521918368863,27402.53078559448,7032.36
2011-06-27,21732.086999628023,6558.2814458602215,36007.12513022098,13381.75
2011-06-28,26203.85760719706,10799.649277741544,40707.97518278851,30470.88
2011-06-29,23156.236014062084,7596.402800825375,37962.549187457924,12569.78
2011-06-30,29850.740721760005,14745.251448054492,44513.075048014645,41709.24
2011-07-01,20170.257736266307,6007.245990652794,35991.53164774126,12146.44
2011-07-02,-5364.805565702874,-21411.543523371332,9295.141269329502,0.0
2011-07-03,11411.737771258991,-2922.823621949422,26073.405383040685,5972.7300000000005
2011-07-04,21108.371737461734,6753.987403598466,36913.23547043901,30941.37
2011-07-05,25967.606972802263,10570.732538005957,41589.63885852651,25988.510000000002
2011-07-06,23303.641825124556,7497.829787654982,37953.95540493106,22934.22
2011-07-07,30367.433319760297,15640.225934030565,45996.617979099625,27860.38
2011-07-08,21031.98990711738,4021.350154405611,36387.726740609156,17538.5
2011-07-09,-4191.178600736435,-21120.384849326216,11171.666525262583,0.0
2011-07-10,12856.457740317335,-1233.2408704995605,27518.427186037894,5959.54
2011-07-11,22777.1835801106,7422.876101746376,37928.82580662237,20008.83
2011-07-12,27808.93506583134,13207.092021729573,43617.955377950435,17938.49
2011-07-13,25263.073285953127,10378.265703196696,40298.35736403793,19411.52
2011-07-14,32389.509769501965,17214.431085653127,46281.34987047871,31979.04
2011-07-15,23062.01428767676,7791.540895927465,38221.64324720566,11814.7
2011-07-16,-2205.4567561187287,-17466.242495610648,12495.799785191271,0.0
2011-07-17,14749.698570750656,-338.2769525147381,29666.972028742774,16926.15
2011-07-18,24535.27279370241,9278.724912689782,40549.64351160117,22001.63
2011-07-19,29395.93053040796,15020.918188217935,44066.39046954414,46583.01
2011-07-20,26650.728741664025,12021.370587790792,41346.03243912238,27021.06
2011-07-21,33557.95978606935,17967.3997546014,50097.65616596623,30271.94
2011-07-22,24000.137520532182,8643.56452687846,39139.75643327774,14628.880000000001
2011-07-23,-1499.9272536410972,-16802.933168465617,13802.211835279539,0.0
2011-07-24,15228.962687315316,440.2767430667395,30363.624065672637,26777.92
2011-07-25,24802.65623557099,9778.80545189741,38753.79726512318,19676.55
2011-07-26,29473.057394696385,14448.278762842649,43894.84060879499,17284.301
2011-07-27,26565.398089806287,11938.369515285445,42051.747916621505,22846.13
2011-07-28,33342.87266978162,17829.745605905646,48724.04843977803,54171.95
2011-07-29,23691.46133382619,8697.10091524565,40100.18645160902,17166.75
2011-07-30,-1864.1057381017235,-16833.046285501452,13646.500028614884,0.0
2011-07-31,14847.684928534469,-2126.4491196703016,30161.406445413235,33112.36
2011-08-01,24441.396311054872,8969.131617487605,38231.84400897409,19778.12
2011-08-02,29166.102514539423,13227.794919401393,44238.953154359595,20272.0
2011-08-03,26342.775184158072,11502.29392765281,41060.34562265894,26572.83
2011-08-04,33229.08338702381,18993.945247906267,49581.76786078029,62074.19
2011-08-05,23704.428823656395,7340.3839289377565,39382.71856997828,19703.95
2011-08-06,-1713.838789968042,-17093.377019596697,13605.950499549546,0.0
2011-08-07,15137.894021235958,1023.9383554675267,29673.77108392789,7541.91
2011-08-08,24866.074929371458,8685.080412982154,40570.20930855848,19743.98
2011-08-09,29711.76328785524,14281.035472723954,44274.54812280317,25949.92
2011-08-10,26988.333388909894,11134.490017972044,42076.23373977557,19853.41
2011-08-11,33946.58140353374,18233.85144845669,48936.65872462435,54325.27
2011-08-12,24460.047303889773,10536.238609817225,39768.256707055814,17970.17
2011-08-13,-958.5133943300498,-16024.667161008661,14637.800289940578,0.0
2011-08-14,15851.402998619209,882.2678952150521,30716.909070913833,5701.87
2011-08-15,25494.788257442702,11639.632412307172,40581.32935249095,17235.95
2011-08-16,30213.0152922453,15231.177651658718,44885.14584966022,16072.710000000001
2011-08-17,27321.598239854586,12904.809385165128,42174.81635754154,48554.44
2011-08-18,34075.294522237076,18303.13409121124,48676.42487095297,54034.98
2011-08-19,24353.359140984114,9522.262548393534,40022.64279229202,17326.07
2011-08-20,-1324.112975448872,-16363.261645306546,13235.342248174666,0.0
2011-08-21,15212.157475260807,-419.24021642377846,31294.779373033074,14410.25
2011-08-22,24577.13201789575,9768.292568325061,40155.737775427304,29617.26
2011-08-23,29023.0582135666,12931.888669478432,44569.62566215252,22384.02
2011-08-24,25876.90165675028,11583.498472705847,41097.86666983836,38371.37
2011-08-25,32405.09076185533,17404.554740887605,47578.16452010305,22441.260000000002
2011-08-26,22498.39537306066,8164.167396387551,36909.91094965403,24095.49
2011-08-27,-3312.1134643889163,-17975.584384239828,11312.309536410785,0.0
2011-08-28,13152.903408763528,-1485.7256984636845,28611.397854881907,10686.56
2011-08-29,22517.190598695874,6979.685949566927,37620.800579103714,0.0
2011-08-30,27040.17012751662,11297.041744128801,42318.73593739841,8805.17
2011-08-31,24054.081217109095,8860.290916694732,39116.49214686631,20527.89
2011-09-01,30828.482419665856,15960.719591405023,46460.244811427154,37358.62
2011-09-02,21254.94569738327,6211.9035137015735,36714.840275181,30203.86
2011-09-03,-4137.103276920567,-19475.543955119574,10461.122543609568,0.0
2011-09-04,12827.532445719344,-1641.6588598748874,27814.700993698643,16930.43
2011-09-05,22765.98221344215,7951.931250986178,38955.96880612419,35439.91
2011-09-06,27928.67751874384,12857.439294972504,43095.788459179246,25466.97
2011-09-07,25636.662170152893,10370.21437088627,41621.45333576937,21967.420000000002
2011-09-08,33146.33384128219,18672.176855642352,48161.09229622017,23048.38
2011-09-09,24334.440888747766,9932.23272049969,39887.68373656379,25082.86
2011-09-10,-285.71898289756064,-15562.121147206764,14589.530020175675,0.0
2011-09-11,17444.023363309567,2285.0405062380564,33022.30713448762,35206.92
2011-09-12,28123.309307770527,13311.518858623956,44178.077827532514,27777.36
2011-09-13,33985.08488317903,18766.125226826884,49514.954316211915,48116.5
2011-09-14,32333.383541246465,17882.212427439612,46129.82125610468,22013.75
2011-09-15,40408.53670163727,25229.98883287439,54462.08547936045,71926.69
2011-09-16,32072.622372088867,16300.026265709559,47023.74885323687,23245.03
2011-09-17,7826.085136033249,-6382.906912322339,23771.180684703828,0.0
2011-09-18,25816.43651781556,10128.877789973509,40965.60377083419,15639.55
2011-09-19,36635.17957205757,21079.812487692645,52812.50129732536,46588.21
2011-09-20,42509.900554425054,26599.289157128373,57489.12576869169,103377.68
2011-09-21,40742.23818236619,26682.645460486452,56213.76671788753,38472.1
2011-09-22,48573.201678674726,33573.30679126409,63763.34859249857,57734.98
2011-09-23,39868.643880321404,26193.28328308456,56873.317813507056,31753.75
2011-09-24,15135.82106554042,-783.3028356931637,30928.194586400852,0.0
2011-09-25,32531.949300964665,17770.0303404915,46971.311285829084,31164.781
2011-09-26,42660.90437790038,27381.210740410697,58511.40677501798,29265.511
2011-09-27,47765.01378096854,32630.524260008842,64063.219130547375,29212.32
2011-09-28,45162.658996841565,30245.448033636047,60460.47559447462,39001.91
2011-09-29,52113.169165180385,36894.27634574473,66429.4974836363,44671.27
2011-09-30,42501.82389767129,26749.808763275472,57736.196766495515,40023.44
2011-10-01,16855.909875219204,2897.4502219661554,31813.401053617603,0.0
2011-10-02,33352.75502637186,18034.105425915695,49272.05960189537,11479.98
2011-10-03,42615.90200026514,27139.2368994476,57422.81106680541,62143.07
2011-10-04,46906.38424209185,31891.384818448187,62540.03981537097,38532.090000000004
2011-10-05,43559.837629602815,28283.803079626952,58688.41438571876,73975.57
2011-10-06,49850.94268313916,34059.421951519515,65329.81232839875,60258.53
2011-10-07,39678.028128849284,24228.668293891926,53999.07411299469,49089.47
2011-10-08,13578.79193884737,-571.8358816008151,28228.597379296687,0.0
2011-10-09,29738.073379350175,14534.95813883011,45570.37492288925,12215.51
2011-10-10,38783.84542891978,23647.652886554955,53356.74162276266,42962.8
2011-10-11,42978.39620503405,28900.049816579176,58045.65399858121,46401.14
2011-10-12,39655.43520684904,24369.656844813562,53246.75377174847,27655.2
2011-10-13,46084.61965113975,31286.870145082616,62008.446718455685,32850.25
2011-10-14,36156.329345307146,20897.840855214876,51785.00860552211,32071.62
2011-10-15,10397.641337341029,-5040.627475977018,26510.608210557963,0.0
2011-10-16,26980.430572303114,12506.808013553476,43810.42674270962,21767.94
2011-10-17,36517.7564016587,22423.137811883076,51825.312427016426,46868.65
2011-10-18,41255.49212258028,25487.550169472248,55794.77957967442,37248.16
2011-10-19,38509.920274328,22544.00441778406,53382.55548620408,37227.88
2011-10-20,45532.77464788187,28245.64132575697,60237.425793530856,60910.3
2011-10-21,36196.542305364586,20433.88521679174,51883.88803476987,60364.01
2011-10-22,11010.961319712322,-4212.598389170447,26893.427822936148,0.0
2011-10-23,28131.625007253173,12850.598844048662,43954.11700767763,12156.57
2011-10-24,38156.837572795266,22655.58073590046,53458.1668749811,38897.89
2011-10-25,43319.664391421145,29450.58400037347,58151.32299508104,36113.86
2011-10-26,40925.88709100739,25534.97405421333,56383.899477927494,34105.36
2011-10-27,48219.333599253834,32915.939424296,63799.711853668836,55747.200000000004
2011-10-28,39067.38775708703,23273.1658434534,53882.34165070326,37194.58
2011-10-29,13977.607880261803,-1087.8808591246461,31343.18106768233,0.0
2011-10-30,31106.361281117614,16294.903717719031,46501.95335755683,34397.95
2011-10-31,41055.618601545866,25230.01639762257,56593.8272812896,33006.87
2011-11-01,46064.85285099919,29867.173492302394,61327.254857263455,29069.56
2011-11-02,43448.75769048647,27780.99407400722,58621.35610085903,38536.44
2011-11-03,50462.26209219912,34892.79286137891,65573.97017339912,60536.09
2011-11-04,40985.655344096696,25630.273363022745,55950.04628685062,55716.47
2011-11-05,15540.763284139346,585.5235417108636,31046.223925182156,0.0
2011-11-06,32299.0960860638,17124.393567333158,47036.65955014572,42508.590000000004
2011-11-07,41878.12618413116,25916.518138370044,56433.17619599633,28602.73
2011-11-08,46532.656959101805,30484.811805251906,61228.239064435125,38151.91
2011-11-09,43592.01299122046,27075.467297391115,59430.404085755734,61241.58
2011-11-10,50324.545328588894,34826.19780698958,66138.41939823588,70373.03
2011-11-11,40622.2816274569,25024.307260389513,54803.89681518373,36932.07
2011-11-12,15016.677030620509,-353.63460506662415,29896.312964501773,0.0
2011-11-13,31686.39972986548,15907.451715003956,46193.222782486424,28416.01
2011-11-14,41253.3216436257,27156.592104059073,57095.2117754356,58595.22
2011-11-15,45973.684542296076,30806.621122680368,61112.80662764804,47535.51
2011-11-16,43175.17968145539,28560.49285971082,59160.48846916806,48154.12
2011-11-17,50121.43896552931,33875.37718664293,66085.13506588338,55683.49
2011-11-18,40696.76922510322,25596.349380071966,56447.4759827722,36606.25
2011-11-19,15422.084279029705,1285.5168991658495,30751.18176399978,0.0
2011-11-20,32462.96461633118,17263.213309858416,47380.521545289965,29642.39
2011-11-21,42426.00819618537,26992.71677363117,57171.37572438915,45202.01
2011-11-22,47550.433119042056,32123.711550053376,62768.751403016286,49438.55
2011-11-23,45145.65825865933,29513.188458088003,61533.69771476371,71722.75
2011-11-24,52456.34584386721,38103.335110278895,68377.2436956482,38359.69
2011-11-25,43347.72186563743,27893.37963147161,58940.67952590617,26542.33
2011-11-26,18322.11204115847,3155.3713547502507,33831.18997152288,0.0
2011-11-27,35527.60548133531,22122.811181468864,51343.46443189436,16969.25
2011-11-28,45554.99163089283,30611.67875594344,60399.458758932094,51632.21
2011-11-29,50629.91357986972,35728.36680042242,65186.45009691257,48640.57
2011-11-30,48050.94697935326,33562.85220845541,62890.14493283216,41396.79
2011-12-01,55055.072980500016,39736.48838085577,69984.00443339029,44405.37
2011-12-02,45503.34726008882,29429.99244323089,61233.181912953136,44526.1
2011-12-03,19897.691224224454,5337.624041369933,35507.88071069064,0.0
2011-12-04,36389.70842777204,20613.489526956564,52272.45636167273,20232.0
2011-12-05,45577.66549027938,30556.79561923668,60314.14420588897,58081.090000000004
2011-12-06,49698.57735170338,34004.99470432899,65063.16958999548,45989.66
2011-12-07,46066.10599905779,31289.68315269549,61087.053356710596,69230.6
2011-12-08,51935.744176807886,36835.774070200125,66677.04345369533,50395.96
2011-12-09,41190.092373607185,25709.23314247399,57656.73606461876,184347.66
2011-12-10,14355.164400414164,-1310.7454508057328,27945.345391643583,
2011-12-11,29608.636582905016,13950.699581111221,45448.111435673985,
2011-12-12,37576.19428285954,22381.794712351642,52676.73655275913,
2011-12-13,40522.93209367214,25456.759622869653,55221.824660149534,
2011-12-14,35790.53496194597,20427.927596716756,51601.916726246396,
2011-12-15,40661.730996868544,24394.124363579063,56398.77098412684,
2011-12-16,29044.84410374295,13456.914543175599,44999.82478478023,
2011-12-17,1489.401646304821,-12958.269659828864,16126.842004981896,
2011-12-18,16193.731539410153,1474.0399997154132,31909.047206326348,
2011-12-19,23800.720810859,9013.322269441822,39758.472675884965,
2011-12-20,26588.70872327875,11498.632857703635,41675.52138569885,
2011-12-21,21908.25640394723,7116.778691317686,37633.574038575156,
2011-12-22,27046.295958370374,11603.071485255077,41848.68926947959,
2011-12-23,15910.496586777914,734.7096665386691,31693.498294265333,
2011-12-24,-10955.190826168924,-26280.39178670732,3776.542154505042,
2011-12-25,4637.126711369725,-10089.056486626505,18738.744212925663,
2011-12-26,13315.232137937714,-1018.0432755392262,28804.103486903216,
2011-12-27,17338.002810994647,1223.7344971358693,33293.00729712027,
2011-12-28,14032.60635111199,-2215.740361609529,29575.014009083454,
2011-12-29,20659.180470292184,6392.361463804457,35159.7931137955,
2011-12-30,11095.821054681073,-3874.489833486901,27420.18272744289,
2011-12-31,-14145.175812510584,-29092.398600560246,2336.850756271486,
2012-01-01,3091.1015711474683,-11703.456984425677,18151.667890118762,
2012-01-02,13398.921398856215,-1829.9415893080347,30373.648344494133,
2012-01-03,19003.92325219653,4156.268498061271,34801.106153397224,
2012-01-04,17201.12057866257,2859.2287330835366,31672.10910020842,
2012-01-05,25220.362208858907,10619.515561605725,39325.26661944591,
2012-01-06,16912.056638767368,1844.7670725208875,32106.663764631434,
2012-01-07,-7235.914610400585,-22189.85970269433,7787.656798988187,
2012-01-08,10910.807231536024,-5284.781632895536,25444.386823452074,
2012-01-09,21930.289834884763,7506.4379698926705,36189.1193756098,
